time,xpos,ypos
0.0,356.12094795518016,50.91446769790719
0.05,356.25672280310613,51.46682185357615
0.1,356.40462494145925,51.68190602797264
0.15000000000000002,357.9483796960138,52.20117627658991
0.2,358.2046041367313,51.9892136202307
0.25,358.1064631198998,52.55607847429337
0.30000000000000004,357.9675470966032,53.59643819051284
0.35000000000000003,357.51577627733,53.72555577414913
0.4,357.8485396497335,53.31686688053148
0.45,358.0707820368093,53.33631947762383
0.5,359.1341369693975,52.80417775465696
0.55,359.7014977272601,52.855030599196205
0.6000000000000001,360.2036222685962,53.0201756657173
0.65,360.48829768373776,53.20232155584971
0.7000000000000001,360.4769271663261,52.79554817542992
0.75,360.2720873741348,52.58698501339108
0.8,359.98751973406104,52.58973398494101
0.8500000000000001,359.8261975777684,51.9491343747103
0.9,360.1354762862801,52.03320189824831
0.9500000000000001,360.1720560275153,52.61527589827512
1.0,360.3042468259138,52.427845823416725
1.05,360.3340322795632,51.6632778624165
1.1,360.4352540803731,51.079203456150815
1.1500000000000001,360.3328707760877,51.73060811786797
1.2000000000000002,360.4615481635104,51.8691913963653
1.25,360.3962139398189,51.98137511431399
1.3,360.4999556700825,52.54331480876103
1.35,360.4550765276318,52.52239872478425
1.4000000000000001,360.41365625318,52.20584802063669
1.4500000000000002,360.4534611942135,52.25141537954158
1.5,360.54871898037766,52.43492739144912
1.55,360.55438719476575,52.50098899544051
1.6,360.5533987647081,52.71995021750761
1.6500000000000001,360.4978815218862,52.73032043452273
1.7000000000000002,360.5663972253439,52.86507263678149
1.75,360.5663972253439,52.54949624272623
1.8,360.5215363359416,52.47171694764863
1.85,360.5419549822208,52.36291618096514
1.9000000000000001,360.5711244769056,52.34168528847676
1.9500000000000002,360.6015735891885,52.48351335490881
2.0,360.5660637073554,52.68149149175164
2.0500000000000003,360.5623814908977,52.74815911683702
2.1,360.8926276434163,52.704906918845005
2.15,361.25867224711016,52.62492148789168
2.2,361.6636518551361,52.46490377475518
2.25,361.36243152752,52.448912530036345
2.3000000000000003,361.1136844627241,52.52219531880549
2.35,360.9935144214144,52.61949519362654
2.4000000000000004,361.4577341965127,52.69120366497131
2.45,361.5510130439808,52.7308246178015
2.5,361.39374304972426,52.70521052233288
2.5500000000000003,361.3997558204362,52.70851297040555
2.6,362.1865352447882,52.74610777742687
2.6500000000000004,362.687250745556,52.75532741625424
2.7,362.58823812714337,52.691823604826105
2.75,362.4466476838044,52.6635939093353
2.8000000000000003,362.4070016977548,52.70688454170779
2.85,362.6708680837437,52.70264774067597
2.9000000000000004,362.3965682480518,52.6708364911914
2.95,362.3012372394315,52.6494447141026
3.0,361.936613882676,52.834398507692185
3.0500000000000003,361.9795908827566,52.60014168427922
3.1,362.4550785239316,51.653689842095645
3.1500000000000004,363.1921285864504,52.00466132043349
3.2,363.207070206957,52.26098593393166
3.25,363.17009305711525,52.60370452528838
3.3000000000000003,362.8327569176912,52.643124006592416
3.35,362.3406743078088,52.587269715081874
3.4000000000000004,362.32254096960446,52.463700042886025
3.45,362.2205813128368,52.88924327171191
3.5,362.3828211225143,53.06579196183107
3.5500000000000003,362.3250181778291,52.760364686681775
3.6,361.7795534345797,52.37024750611707
3.6500000000000004,361.578175083093,52.80513410702206
3.7,361.5152423929496,52.711285796475245
3.75,361.3700044985264,52.58698296479548
3.8000000000000003,361.306133273778,52.7244561190813
3.85,360.94833326749546,52.92317689277079
3.9000000000000004,360.91709790466297,53.38034549144983
3.95,360.98285533142666,53.07423951347721
4.0,360.87764859223967,52.75908550284129
4.05,361.0949923747049,52.91692693907858
4.1000000000000005,361.016064363963,52.526491467395
4.15,361.0226555778606,52.37436476566911
4.2,361.0616099148515,52.758925054129385
4.25,360.9995166153012,52.75513571487501
4.3,361.1233324129006,52.73504677591882
4.3500000000000005,361.2413948842422,52.57883933569696
