time,xpos,ypos
0.0,359.6943656980864,160.75135513804037
0.05,359.6943656980864,160.75135513804037
0.1,359.6421835643294,160.76730345839832
0.15000000000000002,359.62551699334654,160.77329488120355
0.2,359.62220796767315,160.77928630400882
0.25,359.60848026503544,160.77928630400882
0.30000000000000004,359.5549441781389,160.76835046578864
0.35000000000000003,359.5265919942604,160.74720350249848
0.4,359.52231330254216,160.7236645862971
0.45,359.5165252690268,160.72012806364097
0.5,359.5331015738184,160.76508076728922
0.55,359.5331015738184,160.66504932694082
0.6000000000000001,359.5331015738184,160.65454776071212
0.65,359.54715520178405,160.67490319011617
0.7000000000000001,359.54715520178405,160.66440662331073
0.75,359.5809162576232,160.66695715406988
0.8,359.5645009270226,160.67152691296525
0.8500000000000001,359.57615624786627,160.67645634426458
0.9,359.5653646945254,160.68715932187732
0.9500000000000001,359.6421835643294,160.66504932694082
1.0,359.6262857816436,160.67871587462085
1.05,359.59489191333233,160.7387221485108
1.1,359.40033419245043,160.64368073757302
1.1500000000000001,359.39463223738943,160.67989457485416
1.2000000000000002,359.414286243334,160.62910803554897
1.25,359.3826691380908,160.66610621521335
1.3,359.4510658016682,160.6993006993007
1.35,359.4656821230535,160.7389231792942
1.4000000000000001,359.4656821230535,160.7795065849643
1.4500000000000002,359.46163877618966,160.63581703107022
1.5,359.4197924930964,160.56454036807548
1.55,359.44626899635296,160.56454036807548
1.6,359.4825538713996,160.58018769672282
1.6500000000000001,359.5015237601712,160.64601134612693
1.7000000000000002,359.53601476197247,160.58877914052994
1.75,359.4059828270136,160.68245045293605
1.8,359.4059828270136,160.68037755854692
1.85,359.4034389987133,160.6739178599748
1.9000000000000001,359.4059828270136,160.6675992155053
1.9500000000000002,359.4685391181093,160.67718172602866
2.0,359.50784705642843,160.6578780981285
2.0500000000000003,359.50806302131605,160.7105142332415
2.1,359.4830087220045,160.64948216340622
2.15,359.43674853815673,160.64565592635213
2.2,359.3801164720325,160.69309485157697
2.25,359.35988192400936,160.64975504922126
2.3000000000000003,359.3807760544487,160.6694288216854
2.35,359.40101770485325,160.6882428525538
2.4000000000000004,359.4021591985922,160.66070525783618
2.45,359.36239565349223,160.68006860630535
2.5,359.3712775046744,160.67134941030702
2.5500000000000003,359.43547737010834,160.69242116909462
2.6,359.4288058532132,160.7206075174825
